	BMDM_veh_rep1	BMDM_veh_rep2	BMDM_DMHCA_rep1	BMDM_DMHCA_rep2	BMDM_DMHCA_rep3	BMDM_GW_rep1	BMDM_GW_rep2	BMDM_GW_rep3
Fam208a	1865	2037	0	1	0	474	72	2
Mtss1	7347	8805	49	152	180	2222	108	23
Csn1s2b	0	0	0	0	0	0	0	0
Mtnr1a	0	0	0	0	0	0	0	0
Spry3	0	0	0	0	0	0	0	0
Zcchc9	622	663	0	22	0	41	0	1
Rhpn2	4	18	0	0	0	0	0	1
Zc3h10	931	1161	93	21	0	248	0	40
Ssxb3	0	0	0	0	0	0	0	0
Pla2g2f	0	0	0	0	0	0	0	0
Mageh1	8	30	0	0	0	39	32	0
1110002L01Rik	473	525	0	16	50	16	0	0
Wnt2	0	0	0	0	0	0	0	0
Dmpk	1465	2637	57	25	21	1045	0	0
Fh1	1456	1865	0	46	0	157	0	0
Gm4301	0	0	0	0	0	0	0	0
Spx	8	1	0	0	0	0	0	0
A130030D18Rik	0	0	0	0	0	0	0	0
Gm7607	0	0	0	0	0	0	0	0
Prkag1	1675	2165	0	22	0	334	0	8
1700063D05Rik	0	0	0	0	0	0	0	0
Gpr20	0	0	0	0	0	0	0	0
Entpd4b	4	1	0	0	0	33	0	0
Ddx47	1717	2059	104	34	0	597	47	33
Otud1	603	919	0	70	76	169	0	1
P2ry10b	1668	1824	82	0	46	293	91	24
Msrb2	395	478	144	0	2	40	0	0
Parpbp	537	746	0	0	0	92	21	0
Lrrc52	0	0	0	0	0	0	0	0
Cd1d2	0	0	0	0	0	0	0	0
Dcaf10	1104	1420	0	12	0	134	0	0
Ier2	743	866	0	1	0	230	0	0
Gpr150	4	8	0	0	0	0	0	0
Mamstr	0	2	0	0	0	0	0	0
Olfr866	0	0	0	0	0	0	0	0
Olfr95	0	0	0	0	0	0	0	0
Mad2l1	1456	1997	64	19	0	373	0	8
Nrg3os	0	0	0	0	0	0	0	0
1700008K24Rik	0	0	0	0	0	0	0	0
Rps10	688	1320	0	6	22	227	0	15
Olfr291	0	0	0	0	0	0	0	0
Gm3414	535	527	0	0	0	86	0	3
Nol11	1144	1254	98	34	0	281	0	1
Sult1a1	208	231	0	0	0	0	0	0
Gm11423	45	41	0	0	0	0	0	0
Aga	748	841	0	0	10	41	0	0
Cirbp	441	655	0	0	0	130	0	0
Tmf1	4634	4791	0	51	36	1085	72	1
Pus7	379	455	0	0	0	191	0	0
Gm4719	0	0	0	0	0	0	0	0
Pcid2	1100	1227	0	2	0	273	0	0
Cntn3	0	0	0	0	0	0	0	0
Susd5	2	0	0	0	0	0	0	0
Plekhs1	0	2	0	0	0	0	0	0
Gm38431	2517	3383	160	74	46	1280	0	1
Nqo1	691	879	0	0	0	120	0	0
2610528A11Rik	42	54	0	0	0	0	0	0
Apobec4	0	0	0	0	0	0	0	0
Zfp600	1	1	0	0	0	0	0	0
Hottip	0	0	0	0	0	0	0	0
Fgfr2	0	0	0	12	0	0	0	0
Noc3l	768	733	0	1	0	24	0	38
Olfr25	0	0	0	0	0	0	0	0
Hsd17b12	2841	3655	0	49	0	526	1	0
Fkbp4	1270	1842	1	40	0	390	0	0
1110046J04Rik	42	61	0	0	0	0	0	0
2410021H03Rik	0	0	0	0	0	0	0	0
Gm20816	0	0	0	0	0	0	0	0
Gm10440	0	0	0	0	0	0	0	0
Oxct2b	0	0	0	0	0	0	0	0
Hpf1	665	890	0	3	36	76	0	0
Spag1	63	69	0	0	1	62	0	0
Ruvbl2	752	1063	33	0	0	264	0	0
Gm15290	0	0	0	0	0	0	0	0
E030025P04Rik	0	0	0	0	0	0	0	0
Gm1647	0	0	0	0	0	0	0	0
4933406G16Rik	0	0	0	0	0	0	0	0
Foxj3	1916	2066	4	16	0	409	1	0
Mmrn2	0	0	0	0	0	0	0	0
Olfr138	0	0	0	0	0	0	0	0
Esyt1	19431	24492	294	507	125	6527	508	152
Psat1	713	1084	0	28	0	148	0	0
Sprr4	0	0	0	0	0	0	0	0
D830013O20Rik	0	0	0	0	0	0	0	0
Plxdc2	2556	2638	0	56	46	293	0	58
Mul1	1101	1525	0	0	0	119	60	0
St3gal2	1578	1933	0	0	0	892	0	14
Cul5	1646	1883	0	32	0	259	19	16
Slc43a1	2	9	0	0	0	0	0	0
Gm14635	0	0	0	0	0	0	0	0
Emc4	813	1082	0	15	0	65	28	15
Gm10745	0	0	0	0	0	0	0	0
Pon3	1603	1831	0	34	88	715	0	0
Ddi2	4409	5659	177	23	2	1201	79	0
Nhp2	633	893	1	1	7	145	0	0
Hoxaas3	0	0	0	0	0	0	0	0
4930459L07Rik	0	0	0	0	0	0	0	0
Manba	2992	3724	65	9	0	528	96	0
9430083A17Rik	16	6	0	0	0	0	0	0
B230208H11Rik	6	2	0	0	0	0	0	0
H2al1h	0	0	0	0	0	0	0	0
Gm2560	2	2	0	0	0	0	0	0
Arf5	3551	5170	165	57	0	1029	39	78
Nprl2	528	683	0	22	0	104	0	30
I830077J02Rik	177	199	0	0	0	0	0	0
A130077B15Rik	132	135	0	0	0	12	0	0
En2	0	0	0	0	0	0	0	0
Smim13	2374	2649	0	13	0	508	96	33
Ttc25	8	6	0	0	0	0	0	0
Rab40b	6	4	0	0	0	0	0	0
Orm3	0	0	0	0	0	0	0	0
Tex13b	0	0	0	0	0	0	0	0
Atp9a	16	38	0	0	0	0	0	0
Gm614	7	17	0	0	0	0	0	0
Gapt	193	278	0	0	0	44	0	0
Olfr235	0	0	0	0	0	0	0	0
Tprn	795	981	131	46	0	318	0	0
Rhox3e	0	0	0	0	0	0	0	0
Pmp22	13056	16005	1	235	138	3229	172	37
Irf2bp2	13894	17342	55	550	115	5096	117	120
Ulk1	3782	4660	49	159	84	1820	73	14
LOC432842	0	0	0	0	0	0	0	0
P2ry1	1198	1524	84	47	0	94	0	0
Cuzd1	0	0	0	0	0	0	0	0
Ppat	548	642	0	1	16	219	88	0
Eif2ak3	1884	2300	74	2	0	580	1	0
Frrs1	4189	4328	118	92	0	752	0	30
Parn	662	864	0	0	1	215	0	0
Lrrc41	2272	2781	129	66	41	409	0	0
Gm4425	0	0	0	0	0	0	0	0
Olfr569	0	0	0	0	0	0	0	0
Ddx25	0	0	0	0	0	0	0	0
Sval1	0	0	0	0	0	0	0	0
Gm5485	0	0	0	0	0	0	0	0
Dnah5	2	0	0	0	0	0	0	0
Mrto4	337	438	0	49	0	132	0	0
1700081H04Rik	0	0	0	0	0	0	0	0
Eif2b5	1541	1832	0	4	26	353	0	0
Prkaa1	3091	3206	0	35	22	530	33	16
Vmn1r199	0	0	0	0	0	0	0	0
Elp3	1147	1584	146	18	0	355	175	33
Gnl2	1120	1356	1	5	1	130	0	0
1700016P04Rik	0	0	0	0	0	0	0	0
Hmbox1	1966	2225	0	0	1	339	0	0
2610524H06Rik	195	268	0	0	0	64	0	0
Zik1	80	117	0	0	0	110	0	0
Unc45a	1077	1257	48	31	0	185	0	2
Olfr550	0	0	0	0	0	0	0	0
Ppib	4336	5698	1	193	1	555	50	109
C230004F18Rik	0	0	0	0	0	0	0	0
Pvr	518	573	2	0	16	110	0	24
LOC100125594	0	0	0	0	0	0	0	0
Rab2b	646	679	0	28	0	41	0	0
Pou5f1	0	0	0	0	0	0	0	0
Rab14	10838	12648	0	314	54	2265	320	95
Fam96b	349	517	112	0	0	163	0	4
Olfr557	0	0	0	0	0	0	0	0
Mansc4	15	6	0	26	0	0	0	0
Ppp6r1	7877	9610	165	168	81	2880	77	115
Pigl	175	183	0	0	0	0	0	0
Zfp983	244	277	0	0	0	105	0	0
Nme2	2275	3164	0	39	22	569	20	0
1700030O20Rik	0	0	0	0	0	0	0	0
Lipg	4	5	0	0	0	0	0	0
Gm5083	0	0	0	0	0	0	0	0
Bnip3	532	588	0	0	0	46	0	0
Mrps24	562	799	16	0	1	207	0	15
Slfn14	0	0	0	0	0	0	0	0
Gm20743	0	0	0	0	0	0	0	0
A830082N09Rik	10	18	0	0	0	0	0	0
Dusp28	300	280	98	61	0	50	0	0
Gm16513	0	0	0	0	0	0	0	0
Reg3b	0	0	0	0	0	0	0	0
Olfr853	0	0	0	0	0	0	0	0
Atp5j	1627	2110	0	50	0	436	24	0
Ube2n	563	674	0	0	0	14	0	0
Trappc6a	531	805	0	0	0	197	0	0
4933424G06Rik	1	2	17	0	0	0	0	0
Tnfsf15	55	54	28	0	0	0	0	0
Cdca4	1260	1630	0	32	0	383	0	0
Alms1-ps2	2	0	0	0	0	0	0	0
Pnpla8	1759	1974	18	19	0	621	0	18
Usp38	1999	2160	0	34	0	672	0	0
Egln1	1822	2081	0	0	1	339	0	0
Decr2	990	1445	71	18	33	315	0	0
Tspyl4	202	336	0	0	0	60	0	0
Axl	7748	8873	428	176	47	2160	110	2
Gm1604b	0	0	0	0	0	0	0	0
Ccdc150	2	4	0	0	0	11	0	0
Olfr1440	0	0	0	0	0	0	0	0
Itfg2	191	256	0	0	0	36	0	0
Naa60	3462	4101	228	50	60	759	32	20
5033404E19Rik	0	0	0	0	0	0	0	0
Gm6634	27	38	0	0	0	0	0	0
Dync2li1	88	106	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0
Ttr	0	0	0	0	0	0	0	0
Gm4736	0	0	0	0	0	0	0	0
Krtap6-2	0	1	0	0	0	0	0	0
Pirt	0	0	0	0	0	0	0	0
Lrp4	572	737	0	20	0	188	0	0
Uhrf1bp1l	3679	3994	147	72	0	433	2	0
Tcstv3	0	0	0	0	0	0	0	0
Fto	1929	2425	117	44	0	188	1	12
Zfp780b	576	547	0	3	0	37	0	0
Mup12	0	0	0	0	0	0	0	0
Ccdc141	4	14	0	36	0	0	0	0
Cep76	469	407	0	52	0	35	0	0
Lamp3	0	6	0	0	0	0	0	0
Angpt4	4	6	0	0	0	0	0	0
Fam151a	266	330	0	0	27	59	0	0
Clec9a	10	22	0	0	0	0	0	0
Hmgn3	366	405	0	1	0	0	16	0
Olfr558	0	0	0	0	0	0	0	0
Dlgap5	1442	1946	0	95	0	288	116	0
Tmem57	1272	1614	0	0	0	343	0	0
Becn1	2702	3818	0	53	46	588	0	0
Ppie	367	479	0	0	0	0	0	0
4930519K11Rik	0	0	0	0	0	0	0	0
Gm12408	0	0	0	0	0	0	0	0
Sec24c	5993	7470	76	108	56	2156	164	1
1700096K18Rik	59	90	0	0	0	0	0	0
Rasl11b	2	0	0	0	0	0	0	0
Pde8a	1421	1456	89	2	0	368	0	0
Scgb1b3	0	0	0	0	0	0	0	0
Olfr877	0	0	0	0	0	0	0	0
Bmp3	0	0	0	0	0	0	0	0
Slc35g2	17	28	0	0	0	0	0	0
9230009I02Rik	0	0	0	0	0	0	0	0
Mtus1	1028	1366	12	26	33	139	107	0
1700020N15Rik	0	0	0	0	0	0	0	0
Gdi1	2460	2888	6	38	44	450	0	16
Lrit1	0	0	0	0	0	0	0	0
Tmem125	3	6	0	0	0	0	0	0
U2af1l4	434	598	0	60	0	30	9	0
Gm29686	4	0	0	0	0	0	0	0
Stk17b	2646	2598	148	101	1	436	0	14
Sbspon	4	4	0	0	0	0	0	0
Zfp7	228	277	0	0	0	0	0	0
Ttbk1	2	6	0	2	0	0	0	0
Klhl22	487	733	0	64	0	285	0	0
Olfr640	0	0	0	0	0	0	0	0
S100g	2	0	0	0	0	0	0	0
Nfil3	417	445	148	0	0	0	0	0
Fam109b	88	111	0	0	0	29	0	0
Spred1	9128	9359	228	87	61	1580	312	10
Ndufa6	1043	1355	0	26	0	245	24	0
Mug2	0	0	0	0	0	0	0	0
Krtap19-4	0	0	0	0	0	0	0	0
AU021063	1	4	0	0	0	0	0	0
Tm7sf2	179	229	0	0	0	46	0	0
Rbm15	1043	1417	0	32	10	530	0	0
Olfr1284	0	0	0	0	0	0	0	0
Fggy	210	316	0	0	0	143	0	0
Tor2a	1193	1536	10	1	0	556	98	0
Galnt12	670	869	24	0	1	181	0	0
Rpsa	4691	6279	187	110	55	1732	115	53
Acot7	1198	1656	120	17	0	639	59	4
Tram2	235	323	0	0	0	6	114	0
Pan2	910	1075	0	6	0	100	0	0
Cdkn1a	6045	7879	116	184	50	2629	58	56
Fam72a	95	121	0	0	0	0	0	0
Dtx1	0	1	0	0	0	0	0	0
B230219D22Rik	4131	4451	6	87	64	967	0	46
Nlrp4e	0	0	0	0	0	0	0	0
Vmn2r17	0	0	0	0	0	0	0	0
Ccin	0	0	0	0	0	0	0	0
Sh3glb1	12368	13118	119	391	66	2203	89	7
Efna2	24	14	0	0	0	0	0	0
Tmed7	8102	9258	282	244	0	1374	48	64
Gm5767	0	0	0	0	0	0	0	0
Tpt1	9303	11559	302	305	56	1443	6	34
Cd28	16763	17342	202	203	82	4732	322	96
Gm12657	2	8	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	0	0	0
Mmp17	8	14	0	0	0	0	0	0
A930003A15Rik	0	0	0	0	0	0	0	0
Fgfrl1	89	105	0	0	0	0	0	0
Asb7	866	1018	0	0	2	144	0	0
Gm29678	0	0	0	0	0	0	0	0
Rptor	2602	3452	124	81	1	767	0	0
Igfbp6	6	11	0	0	0	0	0	0
C9	0	0	0	2	0	0	0	0
Dyrk4	0	0	0	0	0	0	0	0
Mc1r	0	0	0	0	0	0	0	0
Kmt5a	2536	2877	14	34	1	447	60	0
Cbx3	235	416	0	0	0	34	0	0
Ube2t	275	374	0	5	15	0	0	0
Xkr7	0	0	0	0	0	0	0	0
Dapp1	1193	1446	12	0	0	366	0	1
Olfr698	0	0	0	0	0	0	0	0
Nemp1	941	1309	0	8	0	189	15	0
Klf4	977	1365	0	0	0	222	0	0
Slc1a3	0	1	0	0	0	0	0	0
Qser1	2131	2505	0	87	28	505	0	1
Spg20	1313	1654	196	10	0	445	84	18
Morn4	31	72	0	0	0	58	0	0
Asb17	0	0	0	0	0	0	0	0
Lrrd1	3	0	0	0	0	0	0	0
Kcnv2	0	0	0	0	0	0	0	0
4930592A05Rik	166	194	0	0	0	13	0	0
Rhox4g	0	0	0	0	0	0	0	0
Arhgef28	9	0	0	0	0	0	0	0
Pglyrp3	0	0	0	0	0	0	0	0
Uggt1	6584	7885	285	137	104	1667	103	45
Myef2	896	896	0	20	30	20	36	0
Gramd1b	3820	4284	321	187	0	2591	69	87
Avpr1b	0	0	0	0	0	0	0	0
4632427E13Rik	4	1	0	0	0	0	0	0
Sirt4	225	347	0	0	0	62	0	0
Tacr3	0	0	0	0	0	0	0	0
Hist1h4n	1	0	0	0	0	0	0	0
Lhpp	499	697	215	0	0	91	0	0
Ddx51	650	969	59	37	0	119	0	0
Gfap	0	0	0	0	0	0	0	0
Ube2m	2200	3150	33	115	0	682	110	0
Insl6	205	200	0	0	0	106	0	0
Eddm3b	0	2	0	0	0	0	0	0
Cd37	4588	5910	123	100	32	1743	0	22
Oxtr	0	4	0	0	0	0	0	0
Cntn6	0	0	0	23	0	0	0	0
Olfr1355	0	0	0	0	0	0	0	0
9430041J12Rik	0	4	0	0	0	0	0	0
Ankrd49	667	746	32	40	0	167	0	0
Slc22a17	12	13	0	0	0	0	0	0
Rgs14	1228	1770	154	24	0	1080	0	6
Ropn1	0	0	0	0	0	0	0	0
Tsc22d3	2670	3607	160	61	0	927	6	11
Pbp2	0	0	0	0	0	0	0	0
Ash2l	1668	2074	81	6	0	473	70	0
Gm30790	0	0	0	0	0	0	0	0
Ddc	0	2	0	0	0	0	0	0
Sox12	19	47	0	0	0	0	0	0
Crct1	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0
Snrpd1	416	536	0	0	0	101	0	0
Tmem235	0	0	0	0	0	0	0	0
Rad51ap2	0	0	0	0	0	0	0	0
Gm6639	0	0	0	0	0	0	0	0
Ddt	562	804	0	20	27	87	0	0
Gm5726	0	0	0	0	0	0	0	0
Brd1	3475	4099	139	129	0	1256	19	1
Ces2a	0	0	0	0	0	0	0	0
Olfr122	0	0	0	0	0	0	0	0
Ak5	2	0	0	0	0	0	0	0
4921515E04Rik	0	0	0	0	0	0	0	0
Unk	1025	1273	0	0	60	438	6	38
Ceacam1	1089	1237	0	79	0	514	102	0
Brd2	11716	13967	429	97	109	3015	252	99
Mrps2	1240	1235	0	18	0	216	0	1
Olfr94	0	0	0	0	0	0	0	0
Pdxp	39	51	0	0	0	0	0	18
Rab33a	2	3	0	0	0	23	0	0
Hspa1b	110	64	0	0	0	0	0	0
Ttc8	229	323	0	0	0	57	0	0
Zfp185	0	0	0	0	0	0	0	0
Lig3	1009	1212	0	30	0	142	0	1
Olfr849	0	0	0	0	0	0	0	0
4930525G20Rik	36	31	0	0	0	0	0	0
Tex48	0	0	0	0	0	0	0	0
Hist2h2bb	4	1	0	0	0	0	0	0
Tstd3	563	806	0	0	0	237	0	1
Pdpk1	3955	4785	110	136	0	1132	126	1
Gm6710	1	3	0	0	0	0	0	0
Golph3	5091	5947	255	152	23	1463	0	1
Thegl	2	1	0	0	0	0	0	0
Cyp2c68	0	0	0	0	0	0	0	0
Foxo4	1617	2083	0	73	56	575	0	0
Rab4b	1134	1618	0	0	67	426	31	0
Opn3	112	128	0	0	0	61	0	0
Cth	4	4	0	0	0	0	0	0
Mrm1	305	527	54	0	0	273	0	0
Tlr2	12436	9221	66	67	0	1869	119	24
Rpgr	84	137	0	0	0	0	0	0
Ppcdc	484	603	0	75	0	46	0	0
4933402E13Rik	0	0	0	0	0	0	0	0
Park7	1103	1746	175	38	0	251	31	1
Zfp81	208	242	0	0	0	28	0	0
Vamp7	0	0	0	0	0	0	0	0
Nop2	774	1071	18	27	0	258	1	0
Rictor	1749	1875	0	30	54	628	0	15
Asxl3	0	0	0	0	0	0	0	0
Olfr975	0	0	0	0	0	0	0	0
Rnf138	561	652	0	56	63	0	0	0
Olfr1170	0	0	0	0	0	0	0	0
Tmprss6	0	6	0	2	0	0	0	0
Sept9	5416	7274	180	146	148	1996	1	24
Rpl28	16	36	0	0	0	0	0	0
Ifi207	18420	17652	339	342	50	3937	213	56
Tox	0	0	0	0	0	0	0	0
Scgb2b7	0	0	0	0	0	0	0	0
Prss44	0	0	0	0	0	0	0	0
Gm2004	0	0	0	0	0	0	0	0
Tspan33	16	21	0	0	0	0	0	0
Eif3h	5484	6308	257	227	16	1131	0	22
Krtap19-2	0	0	0	0	0	0	0	0
4430402I18Rik	29	70	1	0	0	6	0	0
Ache	2	2	0	0	0	0	0	0
Pag1	1879	2171	89	18	16	607	2	0
Olfr642	0	0	0	0	0	0	0	0
Atp5a1	14674	18525	695	303	217	3221	28	77
Fam26f	212	248	0	60	0	126	0	0
AA536875	0	0	0	0	0	0	0	0
Gm5662	0	0	0	0	0	0	0	0
Rabgef1	1163	1420	128	6	80	109	0	0
Gm20554	0	0	0	0	0	0	0	0
Ndst4	0	0	0	0	0	0	0	0
Sesn1	5511	7195	186	168	111	790	48	18
Casp1	3118	3562	0	82	0	754	33	74
Hnrnph3	285	344	0	0	0	6	0	0
Reep2	4	5	0	0	0	0	0	0
Gdf2	0	0	0	0	0	0	0	0
Nlrp10	307	319	0	0	0	46	96	0
Ugt3a1	0	0	0	0	0	0	0	0
Rrp9	206	357	0	32	24	31	0	0
Cd200r2	5	12	0	0	0	0	0	0
Gldnos	0	0	0	0	0	0	0	0
Acsm2	0	0	0	0	0	0	0	0
Dock10	9580	10252	179	344	55	2450	0	56
Rpl31	234	389	0	0	0	45	0	0
4932412D23Rik	0	0	0	0	0	0	0	0
Stx17	1530	1835	0	74	0	452	2	0
Tgfb1	13747	17641	565	265	121	5403	185	28
Arl14ep	1074	1465	0	36	1	197	0	0
Gm26705	0	0	0	0	0	0	0	0
Gtf2f1	1771	2098	210	121	0	193	0	0
Prrc2c	11281	13148	251	63	99	3350	171	60
Ffar3	0	0	0	0	0	0	0	0
Bfsp1	2	5	0	0	0	0	0	0
Hoxc6	1	0	0	0	0	0	0	0
Pgap2	1981	2460	264	114	33	905	0	5
Mapk4	0	0	0	0	0	0	0	0
Emid1	0	0	0	0	0	0	0	0
Hoxb1	0	0	0	0	1	0	0	0
Olfr495	0	0	0	0	0	0	0	0
Pnpo	747	1000	86	0	66	232	0	0
U2af1	90	117	0	0	0	0	0	0
Gm10731	0	0	0	0	0	0	0	0
Btg1-ps2	0	0	0	0	0	0	0	0
Trpm5	0	1	0	0	0	0	0	0
Tefm	176	186	0	0	0	34	0	0
Trpm6	0	0	0	0	0	0	0	0
Olfr952	0	0	0	0	0	0	0	0
Aplp1	82	88	0	0	0	32	0	0
Zfp874b	655	674	0	0	0	157	0	0
Wbp1l	5057	6328	434	84	80	2103	4	65
Cd300c	1	11	0	0	0	0	0	0
Vmn1r159	0	0	0	0	0	0	0	0
Olfr1055	0	0	0	0	0	0	0	0
Carf	359	436	34	0	0	44	0	0
Hnrnpab	6635	9140	137	168	67	1520	95	18
Tm9sf1	2851	3949	126	138	0	879	0	58
Pi4k2b	691	799	90	4	0	94	0	1
Magea4	0	0	0	0	0	0	0	0
Abcb8	1312	1760	0	96	0	299	78	0
Bambi	137	156	0	2	0	0	0	0
Arsk	1225	1281	0	0	0	197	0	0
Slc28a1	0	0	0	0	0	0	0	0
Sh3bgr	0	0	0	0	0	0	0	0
Adam28	1	0	0	0	0	0	0	0
Olfr1445	0	0	0	0	0	0	0	0
Ptbp1	8089	10597	412	171	241	1888	0	22
Eef2k	646	852	0	0	0	283	0	18
1700065L07Rik	0	0	0	0	0	0	0	0
Rnf130	8528	9459	3	233	100	1789	107	31
P2rx3	0	7	0	0	0	0	0	0
Olfr1431	0	0	0	0	0	0	0	0
Cdkn3	375	472	0	0	0	26	3	0
Tyw3	131	127	0	0	0	0	0	0
Rsg1	14	23	0	0	0	75	0	0
Vax2os	0	0	0	0	0	0	0	0
Dse	5208	6264	200	59	0	1270	122	31
Fam234a	5900	7928	298	40	53	2224	134	30
Top2b	5173	5503	209	61	0	993	1	0
Rgma	0	0	0	0	0	0	0	0
Gm10007	0	0	0	0	0	0	0	0
Ccdc183	0	4	0	0	0	0	0	0
Alox15	6	4	0	0	0	0	0	0
Fzd7	1810	2550	32	28	61	700	0	0
Ranbp9	4091	4420	185	75	12	571	2	9
Noct	437	461	38	0	1	82	84	16
Chka	519	642	0	50	44	98	0	2
Lzic	481	534	0	0	0	145	0	0
Gm9926	0	0	0	0	0	0	0	0
Cyp2u1	20	30	0	0	0	0	30	0
Sec1	0	7	0	0	0	0	0	0
Prss12	0	0	0	0	0	0	0	0
Gm11545	195	323	0	0	0	222	0	0
Vmn2r6	0	0	0	0	0	0	0	0
Kcna4	0	0	0	0	0	0	0	0
Amdhd2	1821	2385	0	26	7	839	64	30
Slc22a3	0	0	0	0	0	0	0	0
C130026I21Rik	9	21	0	0	0	0	0	0
Rab7b	8284	9033	314	180	0	1943	182	28
Fam173a	719	1069	0	15	0	52	8	0
Olfr1480	0	0	0	0	0	0	0	0
Gm9513	0	0	0	0	0	0	0	0
Olfr133	0	0	0	0	0	0	0	0
Glrx2	709	870	0	34	0	174	0	0
Gm14296	1	1	0	0	0	0	0	0
Map2k1	4177	4997	62	20	166	1093	0	31
Rnaseh2b	693	815	0	21	0	95	0	0
Zbtb34	1481	1746	0	35	36	701	102	12
4930479D17Rik	0	0	0	0	0	0	0	0
Gm3693	0	0	0	0	0	0	0	0
Zranb1	1837	1867	0	26	0	392	0	21
Tnp1	0	0	0	0	0	0	0	0
Tpbgl	32	50	0	0	0	10	0	0
Sgk3	3781	4155	124	78	7	1003	0	14
Gm15569	107	131	0	39	0	21	0	13
Olfr629	0	0	0	0	0	0	0	0
Usp33	2072	2186	230	18	0	489	24	2
Foxk2	2430	2719	98	21	1	495	14	0
Pira7	700	816	0	16	0	11	29	12
Gkn3	0	0	0	0	0	0	0	0
Dyrk3	175	214	0	0	0	0	1	1
1810026B05Rik	657	716	0	0	0	43	48	0
Gm10637	0	0	0	0	0	0	0	0
Fndc3a	5466	5849	68	82	0	1166	35	4
Gm21704	0	0	0	0	0	0	0	0
Arhgap17	10054	11333	62	248	24	3163	185	53
Sumo1	899	964	0	24	1	13	0	12
Gm4876	2	0	0	0	0	0	0	0
Tmed3	1745	2362	0	40	51	384	82	1
Vmn2r34	0	0	0	0	0	0	0	0
Hoxa13	0	0	0	0	0	0	0	0
Gm11758	0	0	0	0	0	0	0	0
Fkbp7	64	60	0	0	0	0	0	0
Blnk	3919	4319	229	55	39	1074	32	0
Sun2	7508	9584	269	85	67	2524	0	16
Nt5c1a	1	0	0	0	0	0	0	0
E130309D02Rik	756	1109	0	44	18	293	0	0
Slc34a2	0	0	0	0	0	0	0	0
Bmt2	6646	7170	0	148	53	995	88	9
Gstt4	0	0	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0	0	0
Slc51a	0	0	0	0	0	22	0	0
Cahm	16	38	0	0	0	0	0	0
Dnah17	174	193	0	0	0	11	0	0
Ankub1	0	2	0	0	0	62	0	0
Hps1	1169	1569	0	25	0	303	14	0
Gm6878	0	0	0	0	0	0	0	0
Sec61a2	253	242	0	0	0	0	0	0
Col6a1	48	30	92	0	0	0	0	0
Hdac1	573	742	0	0	0	258	0	0
Zfp296	50	70	0	0	0	0	1	0
Xpo5	1440	1774	78	30	0	459	102	9
Nsd1	7875	9116	342	206	2	1753	73	20
Sin3a	3455	3932	14	137	0	732	124	0
Serpinb10	0	4	0	0	0	0	0	0
2900005J15Rik	45	72	0	0	0	11	0	0
Rmnd1	285	257	0	0	0	71	0	0
Rps24	4990	5932	331	37	1	562	63	36
Ifngr1	7295	9055	290	126	142	1664	61	71
Il1f10	0	0	0	0	0	0	0	0
Gstt3	562	707	0	29	0	248	0	0
Hmga1b	2107	2786	203	103	52	1214	1	28
1700085C21Rik	0	0	0	0	0	0	0	0
Ercc6l	843	1183	0	26	45	182	0	1
Gm11595	0	0	0	0	0	0	0	0
Pinx1	168	189	0	0	0	28	0	0
Alkbh4	284	430	0	0	0	257	0	0
Ces2e	0	4	1	0	0	0	0	0
Tada2a	283	341	30	0	0	121	0	24
Plekhh3	306	525	0	0	0	189	0	0
Olfr478	0	0	0	0	0	0	0	0
Cenpx	767	1245	222	0	0	213	0	0
Ift27	325	428	0	0	0	23	0	0
Lrrc38	0	0	0	0	0	0	0	0
H2-K1	34349	42665	1224	1221	400	10779	138	160
Grp	0	0	0	0	0	0	0	0
Crybg1	5003	5284	133	91	50	757	1	0
Lgals2	2	0	0	0	0	0	0	0
A930009A15Rik	0	0	0	0	0	0	0	0
Setbp1	6	2	0	0	0	0	0	0
Adgra1	0	0	0	0	0	0	0	0
Sestd1	2866	2950	0	19	0	415	126	0
Pou4f1	0	0	0	0	0	0	0	0
Olfr1496	0	0	0	0	0	0	0	0
Mmrn1	2	4	0	0	0	0	0	0
Scgb2b18	0	0	0	0	0	0	0	0
Iqcf5	0	0	0	0	0	0	0	0
Prox2	88	83	0	0	56	0	0	0
Mcur1	3210	3786	124	102	66	779	141	0
5430431A17Rik	0	9	0	0	0	0	0	0
Olfr399	0	0	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0	0	0
Slc13a1	0	0	0	0	0	0	0	0
Brca1	1054	1471	0	9	0	234	84	1
Cyp2d10	0	0	0	0	0	0	0	0
Ccdc94	295	352	0	29	0	26	0	0
Mapkapk3	3113	3499	0	133	48	756	44	0
Rslcan18	74	69	0	0	0	0	0	0
Mtch1	4002	5406	0	38	0	1063	75	22
Nwd2	0	0	0	0	0	0	0	0
Tmem255b	0	0	0	0	0	0	0	0
Dnajc5	6991	8598	112	250	45	1138	103	0
Nap1l1	3935	4849	0	37	55	994	84	4
Olfr699	0	0	0	0	0	0	0	0
Bcl10	2911	3523	113	125	0	624	0	62
Atrip-trex1	2629	3317	348	44	0	870	150	136
Wasl	1178	1165	0	0	0	162	0	0
Twsg1	1581	1853	0	0	0	793	0	45
