	BMDM_veh_rep1	BMDM_veh_rep2	BMDM_DMHCA_rep1	BMDM_DMHCA_rep2	BMDM_DMHCA_rep3	BMDM_GW_rep1	BMDM_GW_rep2	BMDM_GW_rep3
Wfdc1	0	0	0	0	0	0	0	0
Ms4a13	0	0	0	0	0	0	0	0
Ccdc70	0	0	0	0	0	0	0	0
Disp3	0	0	0	0	0	0	0	0
Cdh4	0	0	0	0	0	0	0	0
Kpna4	49.959	39.511	0	81.044	2.986	43.116	0	42.067
Capg	852.625	895.267	1289.966	1097.307	837.526	1080.192	1150.008	896.306
Rgs8	0	0	0	0	0	0	0	0
Olfr1018	0	0	0	0	0	0	0	0
Fermt2	0.164	0.113	0	0	0	0	0	3.003
1600029I14Rik	0	0	0	0	0	0	0	0
Lpin1	12.839	13.361	0.522	1.7	0	19.201	0.565	0
Gm13289	0	0	0	0	0	0	0	0
Gm2694	0	0	0	0	0	0	0	0
Vmn1r113	0	0	0	0	0	0	0	0
Olfr630	0	0	0	0	0	0	0	0
Gast	0	0	0	0	0	0	0	0
Palm2	0	0	0	0	0	0	0	0
Smpdl3b	5.227	7.488	0	0	0	3.478	0	0
Rbm39	83.965	74.707	29.341	37.504	147.789	44.461	86.084	0
Olfr981	0.096	0	0	0	11.888	0	0	0
Rbmy	0	0	0	0	0	0	0	0
Klhl1	0	0	0	0	0	0	0	0
Sec31b	0.64	0.81	0	0	0	1.282	0	0
Faim	19.197	22.395	0	0	0	8.278	0	347.434
Zswim5	0.05	0.034	0	0	0	0	0	0
Prss23	0.028	0.046	0	0	0	0	0	0
BC052040	4.663	5.454	0	0	0	3.563	0	0
Tnfrsf26	19.822	19.133	0	32.479	0	21.323	1.058	3.285
DXBay18	0	0	0	0	0	0	0	0
Ift46	15.074	18.717	44.565	0.569	1.665	14.179	83.118	0
Hsf4	2.735	2.808	0	0	0	0	0	0
Gm4532	0.75	0.721	0	0	0	0	0	0
Sycp1-ps1	0	0	0	0	0	0	0	0
D130017N08Rik	1.071	1.249	0	0	0	8.017	0	0
Zfp385b	0	0	0	0	0	0	0	0
Pik3ca	22.146	20.523	13.711	20.817	0	12.297	9.527	28.489
Acacb	0.169	0.139	0	0	0	0	0	0
Cebpd	20.4	18.377	87.485	60.277	2.452	20.728	0	0
Gja4	0	0	0	0	0	0	0	0
Olfr1454	0	0	0	0	0	0	0	0
Fam206a	10.554	8.76	0	0	0	7.217	0	0
E130006D01Rik	0	0	0	0	0	0	0	0
Ccdc180	0.335	0.32	0	0	0	0.297	0	0
Rundc3b	1.348	1.241	0	0	0	0	0	0
Parva	0.04	0.083	0	0.426	0	0	0	0
4933432G23Rik	0	0	0	0	0	0	0	0
Spock1	0	0	0	0	0	0	0	0
Rpp25l	20.192	23.277	0	0	0	46.657	0	0
Gria2	0	0	0	0	0	0	0	0
Lgals7	0	0.062	0	0	0	0	0	0
Fbxo41	0	0	0	0	0	0	0	0
1700096J18Rik	0.394	0.162	0	0	0	0	0	0
Vmn1r210	0	0	0	0	0	0	0	0
AU022754	0	0	0	0	0	0	0	0
Rsrc2	28.777	21.276	0	46.854	0	17.368	95.274	0
Cep44	8.056	8.943	0	62.711	0	7.087	0	0
4930529C04Rik	0.013	0	0	0	0	0	0	0
1700054A03Rik	0	0	0	0	0	0	0	0
Ctxn1	0.91	1.17	0	1.546	0	0	0	0
Tspan6	0.152	0	0	0	0	0	0	0
Cadm2	0	0	0	0	0	0	0	0
Mybpc3	0.259	0.249	0	0	0	0.971	0	0
Gpam	5.286	5.835	0	19.427	0.933	6.875	0	0
C030013G03Rik	0	0	0	0	0	0	0	0
Alkbh3os1	0.115	0.285	0	0	0	3.769	0	0
Zfp51	7.017	4.837	0	0	77.975	1.89	0	0
Rps3	332.461	370.781	576.089	176.825	183.483	209.136	767.041	370.052
Aup1	121.714	138.327	84.042	253.347	339.955	190.779	11.123	63.326
Svil	12.436	12.615	0.393	3.325	0	8.857	31.017	48.818
Acvr1c	0	0	0	0	0	0	0	0
Bicd2	27.058	26.462	18.083	51.832	1.745	32.915	39.091	0
Zscan26	24.062	23.137	0	0	22.879	17.704	0	47.009
Mst1r	0	0	0	0	0	0	0	0
Rap2b	87.679	88.498	38.772	86.501	122.716	101.307	126.474	2.324
Osm	3.555	4.705	0	0	0	9.891	0	0
Prr32	0	0	0	0	0	0	0	0
Fus	68.291	73.324	50.943	82.873	0	12.231	0	74.808
Mapk10	0	0.011	0.22	0	0	0	0	0
Fam50a	56.552	53.239	42.452	23.481	97.089	31.521	0	0
Haus4	15.846	19.372	0	40.789	0	7.928	0	55.694
Cd27	0.284	0.468	0	0	0	2.654	0	0
Olfr1038-ps	0	0	0	0	0	0	0	0
Zfp85	3.64	2.653	0	0	0	1.581	0	0
2810429I04Rik	0	0.253	0	0	0	0	0	0
Scel	0.339	0.194	0	0	0	0	0	0
Pitrm1	26.007	25.111	27.339	21.564	0	23.655	0	0
Ccdc148	0.092	0.2	0	0	0	0	0	0
Gm20063	0	0	0	0	0	0	0	0
Bri3bp	13.912	14.612	33.631	9.074	0	11.499	0	16.519
Bap1	32.758	34.301	96.02	0	1.634	43.453	50.967	23.021
Deaf1	12.946	14.219	0	0	108.465	21.707	0	0
Rell2	4.684	5.093	27.269	0	0	0	0	310.644
Olfr812	0	0	0	0	0	0	0	0
Stoml3	0	0	0	0	0	0	0	0
Cry2	5.133	4.581	13.838	0	0	3.048	0	0
Pcdh11x	0	0	0	0	0	0	0	0
Sept4	0	0.055	0	0	0	0	0	0
Qrsl1	6.638	8.189	71.963	0	67.868	4.679	0	0
Gprasp2	0	0	0	0	0	0	0	0
Ppargc1a	0.007	0	0	0	0	0	0	0
Gm12108	0	0	0	0	0	0	0	0
Pomc	0.184	0.304	0	0	0	0	0	0
Cabs1	0	0	0	0	0	0	0	0
Pygm	0.25	0.322	0	0	0	0	0	0
Zfp408	7.43	7.637	0	31.863	0	6.417	0.84	0
Armc12	0	0	0	0	0	0	0	0
2310069G16Rik	0	0	0	0	0	0	0	0
Lncpint	0.234	0.172	0	0	0	0	0	0
Nrap	0.171	0.134	0	0	0	0	0	0
Med12	22.323	21.401	0	15.296	24.376	27.57	5.978	0
Derl1	56.307	56.5	0.463	66.901	0	48.221	0	90.158
Acvr2a	4.694	3.934	0	12.001	0	11.72	0	0
Ubiad1	6.42	7.381	0	1.274	0	8.027	92.064	0
Gm19434	0	0	0	0	0	0	0	0
4930426D05Rik	0	0	0	0	0	0	0	0
Mipep	4.198	4.572	0	11.673	0	3.507	0	0
Manea	15.711	14.094	0	9.813	0	14.52	0	0
Trim46	0.99	1.543	0	0.576	0	0	0	0
Kcnj15	0	0	0	0	0	0	0	0
Stap1	88.497	63.466	0	0	0	47.725	0	48.17
Dnajc14	39.154	41.204	54.197	1.752	33.361	27.176	17.465	0
Atf7ip2	0.277	0.528	0	0	0	0	0	0
Mup16	0	0	0	0	0	0	0	0
Klrc3	0	0	0	0	0	0	0	0
Gm6578	0.274	0.113	0	0	0	0	0	0
Nphp4	0.374	0.477	0	0	0	0.766	0	0
Olfr1318	0	0	0	0	0	0	0	0
Olfr1419	0	0	0	0	0	0	0	0
Cdsn	0	0	0	0	0	0	0	0
Mob2	22.595	25.34	63.418	71.12	92.578	45.955	0	0
C230029F24Rik	0	0	0	0	0	0	0	0
Olfr923	0	0	0	0	0	0	0	0
Fbxo42	18.215	19.331	49.844	17.256	59.899	34.97	0	41.208
Klk11	0	0	0	0	0	0	0	0
Fance	11.832	17.037	0	23.572	0	33.065	68.913	0
Gm7271	0	0	0	0	0	0	0	0
Zfp458	0.559	0.474	0	0	0	0.677	0	0
Flt3l	5.017	8.169	0	0	0	0	0	0
Mpi	12.918	11.577	0	2.127	0	12.836	0	0
Aars2	4.603	4.533	0	0	0	11.717	0	0
Sstr5	0	0	0	0	0	0	0	0
Rhou	0.344	0.207	0	0	0	0	0	2.899
Olfr1444	0.279	0.306	0	0	0	0	0	0
Gm12409	0.138	0	0	0	0	0	0	0
Exoc7	14.12	16.24	0	0	24.166	14.607	65.415	0
Rpl9	37.083	53.854	144.172	0	0	66.829	136.082	0
Hist1h2ba	0	0.171	0	0	0	0	0	0
Hyou1	47.366	46.207	80.44	63.069	18.849	48.087	2.851	0
Paqr6	0	0	0	0	0	0	0	0
9630028H03Rik	0	0	0	0	0	0	0	0
Cyp3a25	0	0	0	0	0	0	0	0
Tmem199	22.993	22.003	0	0	95.344	7.982	39.968	0
Pglyrp4	0	0	0	0	0	0	0	0
Synpo2l	0.02	0.066	0	0	0	0	0	0
Hoxb7	0	0	0	0	0	0	0	0
2010005H15Rik	0	0	0	0	0	0	0	0
Cldn10	0.047	0	0	0	0	0	0	0
Skint4	0	0	0	0	0	0	0	0
Npvf	0.079	0.13	0	0	0	0	0	0
Flot2	48.411	56.195	53.131	90.981	202.518	52.397	1.209	48.807
Mcf2l	0.872	0.683	0	0	0	2.456	0	0
Gpr50	0	0	0	0	0	0	0	0
Sema4f	0	0	0	0	0	0	0	0
Hells	6.58	6.575	0	0	0	2.557	0	0
A830018L16Rik	0	0	0	0	0	0	0	0
Eef1akmt2	9.114	7.993	0	0	0	29.903	0	0
1810011H11Rik	76.592	77.522	184.207	100.533	0	78.248	0	0
Vgll4	33.306	35.956	0	16.098	0	20.331	99.162	76.117
Npy5r	0	0	0	0	0	0	0	0
Cyp17a1	0	0	0	0	0	0	0	0
1700047M11Rik	0	0	0	0	0	0	0	0
Abl1	28.085	32.383	48.376	40.344	0	23.254	0	31.812
Gm4251	0	0	0	0	0	0	0	0
Hras	13.389	17.118	73.824	0	0	6.559	2.876	0
Drc7	0	0	0	0	0	0	0	0
Ap4e1	7.924	7.83	23.226	12.498	0	1.921	0	0
Upp2	0.101	0.284	0	0	0	0	0	0
Ano3	0	0	0	0	0	0	0	0
Mdm4	18.358	16.532	36.261	25.693	20.733	10.488	27.437	0
Jkamp	18.704	18.644	0	0	0	11.85	0	64.415
Ctsll3	0	0	0	0	0	0	0	0
AV051173	1.504	0.768	0	0	0	0	0	0
Apoa4	0	0	0	0	0	0	0	5.868
C130060C02Rik	0.231	0.064	0	0	0	0	0	0
Olfr1151	0	0	0	0	0	0	0	0
Gm36173	0	0	0	0	0	0	0	0
Olfr1321	0	0	0	0	0	0	0	0
Ficd	4.356	4.52	0	41.31	0	3.165	0	0
Mboat4	0	0.06	0	0	0	0	0	0
Anln	26.593	30.011	0	0	26.67	17.899	0.582	0
Olfr205	0	0	0	0	0	0	0	0
Brk1	189.456	195.708	258.406	289.493	35.54	244.083	198.686	232.484
Btbd35f21	0	0	0	0	0	0	0	0
Gm10549	0	0	0	0	0	0	0	0
Ecm2	0.025	0.01	0	0	0	0	0	0
Anks1	11.208	12.281	0.411	0.267	0	9.803	23.99	0
Csn2	0	0	0	0	0	0	0	0
Serpinb9b	0.162	0.611	0	0	0	2.601	0	0
Sycp1	0	0	0	0	0	0	0	0
Ccdc83	0	0	0	0	0	0	0	0
Ppp1r37	20.227	20.879	0	16.619	0	23.43	1.062	0
Olfr559	0	0	0	0	0	0	0	0
Vapb	29.686	31.92	65.283	24.158	96.197	34.082	46.893	72.808
Hpca	0	0	0	0	0	0	0	0
Gnb2	265.053	320.234	390.344	452.837	750.669	379.564	465.835	284.568
Defb2	0	0	0	0	0	0	0	0
Myl1	0	0	0	0	0	0	0	0
Olfr231	0	0	0	0	0	0	0	0
Mfsd13a	23.92	25.876	25.595	0	0	41.311	84.38	120.273
Arhgap36	0	0	0	0	0	0	0	0
Prss43	0.045	0	0	0	0	0	0	0
Ercc2	12.378	14.994	0	13.412	0	1.985	41.884	0
Kif3c	10.427	10.011	0.212	19.064	40.46	12.318	20.652	14.251
Serpina3g	0.127	0.07	0	0	0	0	0	0
BC016548	0	0	0	0	0	0	0	0
Eci3	0.333	0.22	0	0	0	0	0	0
Adgrl3	0	0	0	1.064	0	0	0	0
A430089I19Rik	0	0	0	0	0	0	0	0
Atp6v0a4	0	0	0	0	0	0	0	0
Rtl5	11.219	10.986	0	7.425	0	11.931	0	0
Cdk9	41.907	41.381	21.048	87.767	3.275	39.652	0	0
Dgkz	118.324	128.651	232.313	86.183	233.316	175.684	163.278	52.865
Akap12	0.2	0.188	0	0	0	0	0.503	0
Laptm4b	5.49	5.672	0.769	0	0	10.141	187.854	0
Plscr1	11.821	13.137	0	0	0	7.191	27.997	0
Iqcf6	0	0	0	0	0	0	0	0
St7l	5.784	5.075	0	12.015	0	2.424	0	0
Nudt16l1	45.841	51.319	0	28.055	0	20.641	246.992	7.236
Mtpn	211.323	190.53	162.598	170.879	215.275	186.249	153.978	96.595
Apoh	0	0	0	0	0	0	0	0
Zfp354b	0.036	0	0	0	0	0	0	0
Ceacam2	0.093	0.058	0	0	0	0	0	0
Ccdc173	0.595	0.277	0	0	0	0	0	0
Eda	0.052	0.029	0	0	0	0	0	0
Gabra4	0	0	0	0	0	0	0	0
Maip1	12.252	13.522	0	0	0	0.126	0	14.79
Lipf	0	0	0	0	0	0	0	0
Igsf21	0	0	0	0	0	0	0	0
8430408G22Rik	0.474	0.223	0	0	0	0	0	0
Kdm7a	20.663	16.86	0	1.982	43.548	15.791	9.221	15.339
Hnrnpdl	35.89	36.131	72.951	88.301	0	19.89	2.206	3.425
Nr2c2ap	32.914	33.606	96.873	0	0	10.124	0	0
Trank1	0	0	0	0	0	0	0	0
Runx1t1	0	0	0	0	0	0	0	0
Arfgef3	5.15	5.855	0	12.242	0.677	5.353	0	0
Zfp809	13.314	9.286	0	0	0	14.209	0	197.008
Grb2	172.38	175.16	76.867	157.4	135.227	211.548	120.852	184.031
Gm572	0	0.053	0	0	0	0	0	0
Gm20809	0	0	0	0	0	0	0	0
Akain1	0	0	0	0	0	0	0	0
Cpb1	0	0	0	0	0	0	0	0
Kbtbd11	0.051	0.042	0	0	0	0	0	0
Cfd	0	0	0	0	0	0	0	0
Pus3	3.835	4.508	0	0	0	2.558	0	0
Eef1g	72.932	75.21	20.567	107.068	0	60.249	78.82	6.276
Depdc5	7.485	7.117	0	2.87	0	10.159	0	75.267
Snx18	25.342	23.004	3.268	17.011	51.069	32.189	0	0
Eme1	12.541	13.564	0	0	0	9.537	52.382	4.396
Dtna	0.042	0.012	0	0	0	0	0	0
Vat1	359.144	414.11	778.701	451.566	609.48	635.765	593.395	486.606
Slc3a1	1.436	1.279	0	16.481	0	0	0	0
Agxt	0	0	0	0	0	0	0	0
Rgs10	264.512	280.111	359.622	65.305	191.27	270.449	0	269.487
Zfp189	4.797	3.641	0	0.621	0	5.801	0	0
Nr4a2	0.885	0.693	0	0	0	0	0	0
Htr5a	0	0	0	0	0	0	0	0
Aebp2	17.127	16.6	0	13.944	0.869	16.39	0	7.651
Ubr7	19.561	19.447	0	43.235	99.251	11.532	101.904	0
Orc3	12.241	10.475	0	12.615	0	8.336	1.497	20.14
Gm45914	0.431	1.778	0	0	0	0	0	0
Sec24d	28.129	27.657	32.205	12.82	1.444	21.159	63.887	0
Hspa9	86.222	79.883	40.823	81.881	1.831	51.219	136.012	51.586
Fam76a	30.43	30.534	0	0	0	32.146	0	128.454
Gm29684	0	0	0	0	0	0	0	0
Abi3bp	0.023	0	0	0	0	0	0	0
Ica1l	0.052	0.043	0	0	0	0	0	0
Eya3	27.006	26.886	43.733	9.486	52.36	19.449	20.605	33.874
Gabrq	0	0.033	0	0	0	0	0	0
Cfap20	24.907	24.21	0	39.671	0	16.442	0	0
Dnajb9	35.063	30.028	0	1.016	0	30.255	0	104.8
Ccl8	0	0.145	0	0	0	0	0	0
Dppa1	0	0	0	0	0	0	0	0
Acnat2	0	0	0	0	0	0	0	0
Nfic	34.574	40.262	47.602	40.298	29.066	49.896	78.429	71.357
Bcl2a1c	0	0	0	0	0	0	0	0
Wbp4	16.915	15.66	0	2.746	0	7.26	1.825	0
B130034C11Rik	0.285	0.549	0	0	0	0.237	0	0
Zfhx4	0.019	0.011	0	0	0	0.685	0	0
Limch1	0	0.019	0	0	0	0	0	0
M5C1000I18Rik	0	0	0	0	0	0	0	0
Slc35a1	9.735	10.7	0	27.937	0	3.2	0	0
C030018K13Rik	0	0	0	0	0	0	0	0
Adam19	0.607	0.747	0	0	0	1.331	0	0
Cited4	0	0.117	0	0	0	0	0	0
Olfr622	0	0	0	0	0	0	0	0
Agxt2	0	0	0	0	0	0	0	0
Iffo2	9.451	10.066	0	7.286	0	17.948	36.861	0
Egf	0.08	0.132	0	0	0	0	0	0
Cln3	56.674	63.033	51.999	81.92	0	91.954	80.858	30.62
Psme4	33.165	29.748	49.963	29.556	78.774	23.334	0	36.589
Bnip2	49.094	45.37	60.651	36.857	0	30.435	87.772	0
4930529N20Rik	0	0	0	0	0	0	0	0
Gm8300	0	0	0	0	0	0	0	0
Syt10	0	0	0	0	0	0	0	0
4922502H24Rik	0	0	0	0	0	0	0	0
Efemp1	0.044	0	0	0	0	0	0	0
Grxcr1	0	0	0	0	0	0	0	0
Pcyt1a	97.897	91.765	153.212	90.598	140.206	123.577	0	157.135
B4galnt4	0	0	0	0	0	0	0	0
Krtcap3	2.532	2.906	0	0	0	0	0	0
Oas1h	0.473	0.498	0	0	0	0	0	0
Abhd18	1.85	1.747	0	0	0	0	0	0
Fam81a	0	0	0	0	0	0	0	0
Gckr	0	0	0	0	0	0	0	0
Stxbp5	42.451	38.209	52.162	30.287	0	39.846	4.511	33.4
Gm15401	0.031	0	0	0	0	0	0	0
Dab1	0	0	0	0	8.333	0	0	0
Klra21	0	0	0	0	0	0	0	0
Gm19345	0.942	1.257	0	0	0	0	0	0
Agmo	4.074	3.085	0	0	0	0	0	0
Cryga	0	0	0	0	0	0	0	0
Zfp800	14.478	10.887	0	0	0	9.68	0	0
9230110C19Rik	0.054	0	0	0	0	0	0	0
Ccdc85c	0.202	0.048	0	0	0	0	0	0
Shisa2	0	0.082	0	0	1.761	0	0	0
Efhd1	0.048	0.099	0	0	0	0	0	0
Alox8	0.055	0.056	0	0	0	0	0	0
Gm10636	0	0	0	0	0	0.069	0	0
B2m	4842.999	4282.504	4890.685	3841.101	4501.313	3332.915	1396.187	4884.66
Suclg1	58.242	54.942	293.317	51.992	0	35.564	63.637	77.633
Gpm6a	0	0	0	0	0	0	0	0
Prss27	0.078	0.064	0	0	0	0	0	0
Ndn	0	0	0	0	0	0	0	0
Trim10	0.04	0	0	0	0	0	0	0
Vmn2r29	0.391	0.415	0	0	0	0	0	0
Vsig1	0	0	0	0	0	0	0	0
Lce1j	0	0	0	0	0	0	0	0
Tpsab1	0	0	0	0	0	0	0	0
Arhgap22	57.067	59.995	0	110.373	62.084	68.013	220.981	0
Arfip1	30.789	28.167	0	24.135	109.752	26.806	4.22	0
Fkbp6	0	0	0	0	0	0	0	0
Sbno1	27.924	26.811	14.051	32.655	28.419	21.835	42.155	12.513
Cox8a	236.166	293.716	96.612	192.094	859.266	245.887	0	198.172
Cep350	19.479	18.473	0	1.139	38.376	18.347	30.282	1.469
Gpr83	0	0	0	0	0	0	0	0
Nat9	12.62	13.347	0	64.051	128.355	5.05	0	0
Speer4b	0	0	0	0	0	0	0	0
Sall4	0	0	0	0	0	0	0	0
A2m	0	0	0	0	0	0	0	0
Zfp354a	0.022	0.018	0	0	0	0	0	0
Gm5862	0	0	0	0	0	0	0	0
Asrgl1	6.639	9.18	0	17.519	0	5.072	0	0
Ephx2	0	0.035	0	0	0	0	0	0
Cs	134.434	135.648	238.915	124.76	87.091	111.98	157.846	190.061
Wipf2	13.665	13.093	0	12.216	25.557	18.958	31.888	39.865
Mpp4	1.986	1.414	0	0	0	0	0	0
Scn7a	0	0	0	0	0	0	0	0
Fam46d	0	0	0	0	0	2.045	0	0
Olfr1320	0	0	0	0	0	0	0	0
Gzf1	16.493	15.468	18.618	0	0	6.481	0	40.173
Usp29	0	0	0	0	0	0	0	0
Atp6v1c2	0.084	0.046	0	0	0	0	0	0
Tex33	0	0	0	0	0	0	0	0
Stx16	31.111	32.833	0	36.522	86.168	29.901	0	0
Gm5893	0.048	0	0	0	0	0	0	0
Cd300c2	222.12	232.494	379.306	421.928	166.071	191.323	310.265	120.433
AU041133	0.948	1.061	0	0	0	2.407	0	0
Syt4	0	0	0	0	0	0	0	0
Trpc4ap	90.318	84.137	49.812	66.017	188.127	89.559	52.36	46.017
Rragd	14.764	14.151	4.611	23.253	106.551	17.25	0	3.869
Olfr97	0	0	0	0	0	0	0	0
Lrrc30	0	0	0	0	0	0	0	0
Hspb6	11.796	9.89	0	80.161	0	4.793	0	0
Gm12354	0	0	0	0	0	0	0	0
4930471M09Rik	0	0	0	0	0	0	0	0
Zfp119a	3.957	3.406	0	0	0	0	0	0
Mapk15	0.046	0	0	0	0	0	0	0
Rgs6	0	0	0	0	0	0	0	0
9330182O14Rik	0	0	0	0	0	0	0	0
Chst4	0	0	0	0	0	0	0	0
Lypd6b	0	0	0	0	0	0	0	0
Nova1	0	0	0	0	0	0	0	0
Asgr1	0	0	0	0	0	0	0	0
Miat	0	0	0	0	0	0	0	0
AI646519	0	0	0	0	0	0	0	0
Bmp15	0	0	0	0	0	0	0	0
Olfr419	0	0	0	0	0	0	0	0
Lat	0.355	0.819	0	0	0	0	0	0
Ces1c	0	0	0	0	0	0	0	0
Stxbp1	25.274	23.043	0	8.337	0	22.772	62.724	0
Eogt	10.294	12.193	0	10.679	0	17.093	0	0
Fxyd4	0	0.543	0	0	0	0	0	0
Fam198a	0	0	0	0	0	0	0	0
Fam102a	15.545	17.699	0	25.169	0	10.257	0	0
Sugp2	10.444	10.601	0.71	0	0	2.728	0	0
Bricd5	11.638	14.965	0	0	0	28.925	0	0
Ptpn23	35.856	35.346	69.462	54.454	134.469	42.743	0	156.046
Vps51	28.435	33.018	42.131	54.831	0	26.127	93.477	0
Igsf11	0.811	0.733	0	0	0	0	0	0
Olfr1513	0	0	0	0	0	0	0	0
Pla2g10	0	0	0	0	0	0	0	0
Clps	0	0	0	0	0	0	0	0
Rnf150	20.023	22.281	0	33.783	32.601	28.614	51.251	66.48
Ephb2	0.061	0.061	0	1.04	0	0	0	0
Hrg	0	0	0	0	0	0	0	0
Adam9	96.153	92.863	142.113	89.887	155.754	103.999	36.741	123.803
Lingo4	0	0	0	0	0	0	0	0
Podxl2	0	0.074	0	0	0	0	0	0
Tmem239	0.314	0.258	0	0	0	0	0	0
Tomm20	14.189	15.209	10.498	0	0	13.777	69.342	0
Olfr1155	0	0	0	0	0	0	0	0
1700029H14Rik	0	0.055	0	0	0	0	0	0
Kif16b	16.811	15.814	0.268	0	15.324	18.717	67.791	0
Tmco1	19.21	17.954	18.534	0.846	1.239	17.451	0	0
Gm13306	0	0	0	0	0	0	0	0
Skap1	0.041	0.034	0	0	0	0	0	0
Wdr6	20.326	23.93	77.855	0	56.913	24.664	87.612	57.276
4930430J02Rik	0	0.082	0	0	0	0	0	0
Scgb2b17	0	0	0	0	0	0	0	0
Tbata	0	0	0	0	0	0	0	0
Lmo4	37.225	39.2	0.856	51.218	0	41.794	1.85	0
Ankrd26	3.869	3.067	0	12.668	0	5.052	0	0
Arl6ip4	26.465	36.36	0	22.513	0	20.12	349.927	0
Pbx4	2.951	3.882	0	0	0	0	0	0
Proser1	17.284	16.667	0	7.899	0	28.766	0	0
Tpm1	47.88	47.288	63.656	34.045	3.324	64.096	0	5.854
Zfp583	1.242	1.343	0	0	0	4.95	0	0
Sphkap	0	0	0	0	0	0	0	0
Oscp1	0.654	0.744	0	0	0	0.463	0	0
Dph7	5.501	6.086	0	0	0	14.536	0	0
Trp53i11	0.157	0.181	0	0	0	0	0	0
Yjefn3	0.343	0.283	0	0	0	0	0	0
Tgm7	0	0	0	0	0	0	0	0
Rsc1a1	59.067	63.524	86.397	20.204	0	64.165	115.274	0
Dcbld2	2.593	2.574	0	12.852	0	0	0	0
Rer1	78.213	81.121	0	85.147	0	55.055	291.194	90.424
Atp6v1b1	0	0.019	0	0	0	0	0	0
Adtrp	0	0	0	0	0	0	0	0
Cplx2	0	0	0	0	0	0	0	0
Vsig10	0.572	0.962	0	0	41.074	0	0	0
Gm36201	0	0	0	0	0	0	0	0
Gm15908	0	0	0	0	0	0	0	0
Exosc9	40.046	35.345	0	104.907	3.452	36.351	0	0
Gm21677	0	0	0	0	0	0	0	0
Mypn	0	0.014	0	0	0	0	0	0
Olfr658	0.031	0	0	0	0	0	0	0
B3gat1	0	0	0	0	0	0	0	0
Rraga	58.209	61.827	0.903	25.851	55.065	49.284	0	12.122
Ddx42	29.052	27.219	70.92	31.239	0	11.261	1.572	124.516
Stx5a	45.419	49.507	129.977	0	118.587	57.558	158.428	0
Arhgap27os3	0.131	0.134	0	0	0	0.488	0	0
Prss57	0.199	0.614	0	0	0	0	0	0
Gm3417	0.965	0.609	0	0	0	0	0	0
Golga7	48.421	46.927	0	70.016	0	59.143	117.855	0
Cd99l2	19.131	18.632	28.325	26.857	0	17.586	0	0
Morf4l1b	5.525	6.123	0.851	0	64.84	1.853	191.225	0
Ktn1	10.268	9.62	0	14.891	0	6.935	43.818	0
Dzank1	0.149	0.162	0	0	0	0	0	0
Six4	0.014	0	0	0	0	0	0	0
Olfr654	0	0	0	0	0	0	0	0
Pabpc1	710.915	674.097	615.348	465.129	307.997	809.164	783.825	573.729
Kcnma1	0	0.014	0	0	0	0	0	0
Mdga1	0.295	0.384	0	0	0	0	0	0
Olfr847	0	0	0	0	0	0	0	0
Fgb	0.157	0.411	2.57	1.115	3.265	0	0	5.75
C630031E19Rik	0	0	0	0	0	0	0	0
Acsf3	5.391	5.716	0	0	0	10.574	0	0
Krtap13	0	0	0	0	0	0	0	0
Ltc4s	17.44	17.016	0	0	16.95	22.946	105.743	0
Gm30551	0	0	0	0	0	0	0	0
Vmn1r101	0	0	0	0	0	0	0	0
Gm3448	1.204	0.759	0	0	0	0	0	0
Tiprl	18.107	19.502	8.954	0	0	30.565	0	0
Cypt2	0	0	0	0	0	0	0	0
Olfr403	0	0	0	0	0	0	0	0
Nudt17	0.419	0.259	0	0	0	0	0	0
Celsr1	0	0.017	0	0	0	0	0	0
Fam35a	2.632	2.973	0	0	0	3.149	0	0
4930452A19Rik	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0
Tnpo3	34.978	30.238	26.58	1.348	1.316	31.152	106.711	0
Olfr720	0	0	0	0	0	0	0	0
Lrig1	0.531	0.786	6.166	0.382	0	0	26.658	0
Actl7b	0	0	0	0	0	0	0	0
Olfr1195	0	0	0	0	0	0	0	0
Isoc1	30.406	31.607	0	58.4	0	25.078	51.574	57.197
Umod	0	0	0	0	0	0	0	0
Anapc4	26.459	22.354	1.651	18.623	77.62	11.045	0	0
Rgs9bp	0.014	0.056	0	0	0	0	0	0
Gm5538	0	0	0	0	0	0	0	0
Pex12	6.133	5.784	0	0	69.176	0.061	0	0
Atp10b	0	0	0	0	0	0	0	0
Lrrtm4	0	0	0	0	0	0	0	0
Sprr1a	0.736	2.333	7.389	16.828	28.163	0.212	11.98	74.4
Gm6602	0	0	0	0	0	0	0	0
Lcn11	0	0	0	0	0	0	0	0
Habp2	0.032	0	0	0	0	0	0	0
Gpbar1	0	0	0	0	0	0	0	0
Smarca1	0	0	0	0	0	0	0	0
Spint2	0.625	0.916	0	2.95	0	0	0	0
Cdh16	0	0	0	0	0	0	0	0
Drg1	56.045	60.732	0.905	20.013	0	35.891	58.667	0
C1d	18.613	19.787	12.015	0	80.602	9.755	0	96.787
Scaper	6.182	5.72	0	0	0	3.914	0	0
Srfbp1	12.522	11.458	0	0	0	6.187	0	6.708
1700029B22Rik	0	0	0	0	0	0	0	0
Tulp1	0	0	0	0	0	0	0	0
Gm14525	0	0	0	0	0	0	0	0
Cacna1b	0.307	0.249	0	0	0	0.206	0	0
Map3k7	24.029	21.634	70.786	23.689	0	16.843	20.768	13.577
